CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Cluster,Cluster_Name,PC1,PC2,DBSCAN_Label,Ward_Label,IQR_flag,ZScore_flag,IF_flag,MAHA_flag,LOF_flag,DBSCAN_flag,UNI_flag,MV_flag,Composite_Anomaly_Score,UniMV_Segment,Anomaly_Class,Max_Abs_Z,HighBal_Churn_flag,IF_score,MAHA_dist2,Age_Band,Balance_Band,Active_Status,Churn_Status
543,France,Female,67,0,128843.67,1,1,1,134612.48,0,1,High-Balance Single-Product France-Skew Watchlist,-1.7041,-2.0017,0,0,1,0,1,0,0,0,1,1,2,Both families,B: Rare Valid — Statistically Unusual Pattern,2.677357190429289,0,-0.5828,15.931,Elderly (60+),Above ceiling (>100K),Active,Retained
679,France,Male,39,0,86843.61,1,0,1,159830.58,0,1,High-Balance Single-Product France-Skew Watchlist,-0.855,-0.3149,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7333154938995745,0,-0.4923,5.168,Middle-aged (31-45),Insured (0-100K),Active,Retained
594,Germany,Female,32,4,120074.97,2,1,1,162961.79,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.1461,0.776,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.09327343327764,0,-0.4577,4.252,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
586,France,Male,27,5,130231.8,2,1,1,192427.16,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.1211,1.5473,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.6056467748243894,0,-0.4935,6.96,Young adult (18-30),Above ceiling (>100K),Active,Retained
776,France,Female,31,5,0.0,2,1,0,92647.94,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.5436,0.265,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2982223645891036,0,-0.4524,3.919,Middle-aged (31-45),Zero balance,Inactive,Retained
699,France,Male,39,2,109724.38,1,1,1,180022.39,0,1,High-Balance Single-Product France-Skew Watchlist,-1.0557,0.364,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.3899402197728536,0,-0.4551,4.247,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
847,Germany,Female,35,5,111743.43,1,1,1,183584.14,0,1,High-Balance Single-Product France-Skew Watchlist,-0.9381,1.3301,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,2.032843440069583,0,-0.5164,7.452,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
582,Germany,Male,35,8,121309.17,2,1,1,28750.67,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.1602,0.0008,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.24052383541886,0,-0.4724,5.632,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
648,France,Male,38,10,82697.28,1,1,0,74846.67,0,1,High-Balance Single-Product France-Skew Watchlist,-0.5899,0.8568,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7244635794717436,0,-0.4737,4.181,Middle-aged (31-45),Insured (0-100K),Inactive,Retained
618,France,Female,49,9,44301.43,3,1,1,89729.3,1,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,2.0807,-0.038,-1,2,0,0,1,0,0,1,0,1,2,Multivariate only,C: Risk Signal — Density Outlier + Churned,2.52705661927622,0,-0.5616,13.284,Senior (46-60),Insured (0-100K),Active,Churned
543,France,Female,31,4,138317.94,1,0,0,61843.73,0,1,High-Balance Single-Product France-Skew Watchlist,-1.2768,-0.1332,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.1125763760721894,0,-0.4604,3.959,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
642,Germany,Male,49,4,120688.61,1,1,0,24770.22,1,1,High-Balance Single-Product France-Skew Watchlist,-1.2941,-1.3582,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.3097398835241365,0,-0.4558,4.173,Senior (46-60),Above ceiling (>100K),Inactive,Churned
462,France,Male,27,4,176913.52,1,1,0,80587.27,0,1,High-Balance Single-Product France-Skew Watchlist,-1.6612,0.27,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.950665208662596,0,-0.5385,8.687,Young adult (18-30),Above ceiling (>100K),Inactive,Retained
640,Spain,Male,47,6,89047.14,1,1,0,116286.25,0,1,High-Balance Single-Product France-Skew Watchlist,-0.859,0.0525,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,0.9115834940401768,0,-0.4416,2.028,Senior (46-60),Insured (0-100K),Inactive,Retained
740,Germany,Male,40,4,114318.78,2,1,0,129333.69,1,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.1258,0.1811,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,0.9257384389933672,0,-0.4512,3.393,Middle-aged (31-45),Above ceiling (>100K),Inactive,Churned
773,France,Female,50,4,0.0,2,1,0,129372.94,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.2819,-0.4898,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2671820374561256,0,-0.4829,6.144,Senior (46-60),Zero balance,Inactive,Retained
583,Germany,Female,32,7,94753.55,2,1,1,18149.03,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.4732,-0.2101,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.4248757615163663,0,-0.4742,4.865,Middle-aged (31-45),Insured (0-100K),Active,Retained
589,Spain,Female,46,10,0.0,2,0,1,168369.37,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.4333,1.1183,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7244635794717436,0,-0.5202,7.691,Senior (46-60),Zero balance,Active,Retained
509,France,Male,35,8,0.0,2,0,1,67431.28,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.5054,0.1255,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.4643667502459403,0,-0.4698,5.376,Middle-aged (31-45),Zero balance,Active,Retained
612,Germany,Male,32,9,106520.73,2,1,0,177092.16,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.4103,1.9631,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.378685672134612,0,-0.4701,5.9,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
505,Spain,Male,37,0,134006.39,1,1,1,93736.69,0,1,High-Balance Single-Product France-Skew Watchlist,-1.3872,-0.9722,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7333154938995745,0,-0.5209,6.568,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
546,Germany,Female,25,3,132837.7,1,1,0,131647.31,0,1,High-Balance Single-Product France-Skew Watchlist,-1.1436,0.7013,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.3274936190253817,0,-0.4802,5.634,Young adult (18-30),Above ceiling (>100K),Inactive,Retained
681,France,Female,41,0,120549.29,2,1,0,175722.31,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,-0.0464,-0.2182,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7333154938995745,0,-0.4996,7.374,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
762,France,Male,20,1,139432.55,1,1,1,85606.83,0,1,High-Balance Single-Product France-Skew Watchlist,-1.168,0.2109,0,0,0,0,0,0,1,0,0,1,0,Multivariate only,Normal — Not Flagged,1.80426157253189,0,-0.5292,9.208,Young adult (18-30),Above ceiling (>100K),Active,Retained
786,Spain,Male,29,7,80895.44,2,1,0,64945.57,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.705,0.6248,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.4016901216990303,0,-0.4883,4.725,Young adult (18-30),Insured (0-100K),Inactive,Retained
629,Spain,Male,34,6,0.0,2,1,0,190347.72,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.5166,1.227,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.5694873910682725,0,-0.4573,4.525,Middle-aged (31-45),Zero balance,Inactive,Retained
787,Spain,Female,39,7,171646.76,1,0,1,100791.36,0,1,High-Balance Single-Product France-Skew Watchlist,-1.6439,0.7066,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.5251536310484215,0,-0.5078,5.04,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
713,Spain,Male,42,0,109121.71,1,0,1,167873.49,0,1,High-Balance Single-Product France-Skew Watchlist,-1.1366,-0.3097,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7333154938995745,0,-0.5,5.943,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
541,France,Female,39,6,109844.81,1,1,0,25289.23,0,1,High-Balance Single-Product France-Skew Watchlist,-1.0167,-0.5615,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.3007148182357595,0,-0.4547,4.018,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
451,France,Female,31,7,140931.82,1,0,1,20388.77,0,1,High-Balance Single-Product France-Skew Watchlist,-1.261,-0.0876,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,2.0644797414835154,0,-0.5179,9.021,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
644,Spain,Male,49,10,0.0,2,1,1,145089.64,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.4066,0.7761,1,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7244635794717436,0,-0.5094,7.325,Senior (46-60),Zero balance,Active,Retained
686,France,Male,32,6,0.0,2,1,1,179093.26,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.5502,1.2111,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.373783577489681,0,-0.451,4.198,Middle-aged (31-45),Zero balance,Active,Retained
847,Germany,Female,41,3,101543.51,4,1,0,16025.17,1,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,2.6423,-1.3702,-1,2,0,0,1,1,1,1,0,1,2,Multivariate only,C: Risk Signal — Density Outlier + Churned,4.246376675934418,0,-0.6398,36.047,Middle-aged (31-45),Above ceiling (>100K),Inactive,Churned
765,Germany,Male,37,7,102708.77,1,1,0,9087.81,0,1,High-Balance Single-Product France-Skew Watchlist,-0.8562,-0.2567,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.582441323051492,0,-0.4876,5.396,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
678,Germany,Female,37,8,149000.91,2,1,1,21472.42,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,-0.1613,-0.0446,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.3670853302554304,0,-0.4847,6.831,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
539,France,Male,20,0,83459.86,1,1,1,146752.67,0,1,High-Balance Single-Product France-Skew Watchlist,-0.5901,0.3691,0,0,0,0,0,0,1,0,0,1,0,Multivariate only,Normal — Not Flagged,1.80426157253189,0,-0.5492,10.53,Young adult (18-30),Insured (0-100K),Active,Retained
800,France,Female,40,3,75893.11,2,1,0,132562.23,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.5442,-0.0031,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.5465449816529278,0,-0.4896,4.432,Middle-aged (31-45),Insured (0-100K),Inactive,Retained
799,Germany,Female,39,7,167395.6,2,0,1,139537.43,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,-0.386,1.0347,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.536198205941935,0,-0.518,8.139,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
629,France,Female,61,6,0.0,2,1,1,133672.61,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.1617,-0.7536,1,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,2.105235646221479,0,-0.4895,9.907,Elderly (60+),Zero balance,Active,Retained
734,Germany,Female,52,6,71283.09,2,0,1,38984.37,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.4771,-1.1006,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.247053329909764,0,-0.4901,6.011,Senior (46-60),Insured (0-100K),Active,Retained
542,France,Female,31,3,0.0,2,1,1,115217.59,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.4668,-0.139,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.4532,4.119,Middle-aged (31-45),Zero balance,Active,Retained
414,Spain,Male,60,3,0.0,2,1,1,93844.82,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.0704,-1.9092,-1,0,0,0,1,0,1,1,0,1,2,Multivariate only,B: Rare Valid — Statistically Unusual Pattern,2.4473104427902443,0,-0.5691,15.19,Senior (46-60),Zero balance,Active,Retained
675,France,Female,38,1,104016.88,1,0,0,22068.83,1,1,High-Balance Single-Product France-Skew Watchlist,-1.0323,-1.452,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.3875375865624426,0,-0.4706,4.678,Middle-aged (31-45),Above ceiling (>100K),Inactive,Churned
683,France,Female,38,5,127616.56,1,1,0,123846.07,0,1,High-Balance Single-Product France-Skew Watchlist,-1.1887,0.4828,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,0.9115834940401768,0,-0.4246,1.438,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
748,France,Male,32,5,154737.88,2,1,1,172638.13,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,-0.1946,1.2711,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2615353169649133,0,-0.491,6.802,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
596,Spain,Male,29,2,0.0,2,1,1,1591.19,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.4642,-1.3978,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7128000539856765,0,-0.5115,6.978,Young adult (18-30),Zero balance,Active,Retained
642,France,Male,35,4,125476.31,1,1,1,91775.51,0,1,High-Balance Single-Product France-Skew Watchlist,-1.1582,0.0088,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,0.9115834940401768,0,-0.4236,1.42,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
499,France,Female,21,3,176511.08,1,1,1,153920.22,0,1,High-Balance Single-Product France-Skew Watchlist,-1.5851,1.1294,0,0,0,0,0,0,1,0,0,1,0,Multivariate only,Normal — Not Flagged,1.7089079818305883,0,-0.5441,10.642,Young adult (18-30),Above ceiling (>100K),Active,Retained
649,Spain,Female,47,8,110783.28,1,1,1,71420.16,0,1,High-Balance Single-Product France-Skew Watchlist,-1.0633,-0.019,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.03290776479748,0,-0.4432,3.185,Senior (46-60),Above ceiling (>100K),Active,Retained
739,France,Male,42,2,141642.92,2,1,0,172149.76,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,-0.2435,0.1823,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.253043050660055,0,-0.484,7.077,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
616,France,Male,31,1,0.0,2,1,1,54706.75,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.4271,-1.1181,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.3875375865624426,0,-0.4689,4.976,Middle-aged (31-45),Zero balance,Active,Retained
560,Spain,Female,33,9,0.0,1,0,1,183358.21,0,2,Zero-Balance Multi-Product France-Skew Loyalist,0.3732,1.7801,0,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.4479467963133303,0,-0.524,9.048,Middle-aged (31-45),Zero balance,Active,Retained
427,Germany,Male,42,1,75681.52,1,1,1,57098.0,0,1,High-Balance Single-Product France-Skew Watchlist,-0.7944,-1.5773,0,0,0,0,0,0,1,0,0,1,0,Multivariate only,Normal — Not Flagged,2.31280235854734,0,-0.5406,8.929,Middle-aged (31-45),Insured (0-100K),Active,Retained
435,France,Male,54,3,0.0,1,1,0,156910.46,1,2,Zero-Balance Multi-Product France-Skew Loyalist,-0.0441,-0.7981,-1,1,0,0,0,0,1,1,0,1,1,Multivariate only,C: Risk Signal — Disengaged Single-Product Churn,2.2300281528593984,0,-0.5595,13.234,Senior (46-60),Zero balance,Inactive,Churned
633,France,Male,29,7,0.0,1,1,1,130224.73,0,2,Zero-Balance Multi-Product France-Skew Loyalist,0.3922,1.0826,0,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.4715,5.734,Young adult (18-30),Zero balance,Active,Retained
443,France,Male,35,6,161111.45,1,0,0,13946.66,0,1,High-Balance Single-Product France-Skew Watchlist,-1.5625,-0.4811,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,2.147253947171457,0,-0.5385,9.38,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
727,France,Male,62,5,0.0,2,0,1,38652.96,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.1236,-1.9329,1,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,2.200589236922781,0,-0.5111,11.722,Elderly (60+),Zero balance,Active,Retained
674,France,Female,45,6,72494.69,1,0,1,140041.78,0,1,High-Balance Single-Product France-Skew Watchlist,-0.6454,0.3519,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,0.9115834940401768,0,-0.4518,2.312,Middle-aged (31-45),Insured (0-100K),Active,Retained
661,France,Female,31,3,133964.3,1,1,1,166187.1,0,1,High-Balance Single-Product France-Skew Watchlist,-1.2103,0.8253,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.1493583513432928,0,-0.4499,3.829,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
619,Spain,Male,34,1,0.0,1,1,0,139919.38,0,2,Zero-Balance Multi-Product France-Skew Loyalist,0.1969,-0.2333,0,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.3875375865624426,0,-0.4821,6.674,Middle-aged (31-45),Zero balance,Inactive,Retained
562,France,Female,27,3,0.0,2,1,0,28137.03,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.5094,-0.802,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2511944218498725,0,-0.4871,5.989,Young adult (18-30),Zero balance,Inactive,Retained
633,France,Male,61,3,157201.48,1,0,1,50368.63,0,1,High-Balance Single-Product France-Skew Watchlist,-1.8829,-1.8744,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,2.105235646221479,0,-0.5029,9.45,Elderly (60+),Above ceiling (>100K),Active,Retained
551,Spain,Female,48,5,95679.29,1,0,0,94978.1,0,1,High-Balance Single-Product France-Skew Watchlist,-0.991,-0.4929,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.0298021703842482,0,-0.4596,3.032,Senior (46-60),Insured (0-100K),Inactive,Retained
720,Germany,Female,29,7,106230.92,1,1,1,69903.93,1,1,High-Balance Single-Product France-Skew Watchlist,-0.7913,0.7074,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,0.9460792562201747,0,-0.4423,3.399,Young adult (18-30),Above ceiling (>100K),Active,Churned
688,France,Female,32,5,0.0,2,0,1,177607.77,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.5223,0.9902,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.3479523907394622,0,-0.4498,4.055,Middle-aged (31-45),Zero balance,Active,Retained
635,Germany,Female,36,9,81231.85,2,1,0,196731.08,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.6482,1.9473,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.6804876430079512,0,-0.4909,5.888,Middle-aged (31-45),Insured (0-100K),Inactive,Retained
561,France,Female,31,1,81480.27,2,1,1,65234.6,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.5078,-0.9076,1,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.3875375865624426,0,-0.4877,4.869,Middle-aged (31-45),Insured (0-100K),Active,Retained
850,France,Male,33,8,73059.38,1,1,1,186281.0,0,1,High-Balance Single-Product France-Skew Watchlist,-0.4136,1.9927,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,2.063883767202561,0,-0.5434,9.173,Middle-aged (31-45),Insured (0-100K),Active,Retained
636,France,Male,36,5,117559.05,2,1,1,111573.3,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.1441,0.2655,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,0.8077365626180215,0,-0.43,2.256,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
461,Germany,Female,74,1,186445.31,2,1,1,196767.83,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,-1.2188,-1.5409,-1,0,1,1,1,1,1,1,1,1,4,Both families,B: Rare Valid — Statistically Unusual Pattern,3.344832325338401,0,-0.6555,32.726,Elderly (60+),Above ceiling (>100K),Active,Retained
771,Germany,Female,38,5,137657.71,2,1,0,72985.61,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,-0.0908,-0.048,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.24648848603414,0,-0.4629,4.848,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
713,France,Male,36,8,133889.35,1,1,1,143265.65,0,1,High-Balance Single-Product France-Skew Watchlist,-1.1606,1.3816,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.03290776479748,0,-0.441,3.44,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
658,Germany,Female,45,9,134562.8,1,1,1,159268.67,0,1,High-Balance Single-Product France-Skew Watchlist,-1.2689,1.2606,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.378685672134612,0,-0.4622,4.855,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
586,Germany,Female,56,9,100781.75,2,1,1,54448.41,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,0.1454,-0.5995,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.6284676927149706,0,-0.5074,9.426,Senior (46-60),Above ceiling (>100K),Active,Retained
737,France,Male,30,8,174356.13,1,0,0,31928.5,0,1,High-Balance Single-Product France-Skew Watchlist,-1.5542,0.6302,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.568576998893169,0,-0.5107,6.99,Young adult (18-30),Above ceiling (>100K),Inactive,Retained
742,Germany,Male,27,5,190125.43,2,0,0,21793.59,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,-0.5544,0.0175,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.8213132861312284,0,-0.5485,10.617,Young adult (18-30),Above ceiling (>100K),Inactive,Retained
824,France,Male,26,7,146266.0,1,1,0,21903.62,1,1,High-Balance Single-Product France-Skew Watchlist,-1.1912,0.5513,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7948675987167515,1,-0.5359,9.307,Young adult (18-30),Above ceiling (>100K),Inactive,Churned
701,Germany,Male,41,9,164046.1,1,1,0,49405.93,0,1,High-Balance Single-Product France-Skew Watchlist,-1.5558,0.4286,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.4033370260653957,0,-0.4955,5.338,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
623,Spain,Female,43,4,123536.52,2,0,0,154908.52,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,-0.0374,0.2145,1,2,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,0.9532351150661867,0,-0.4466,4.041,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
744,France,Male,36,10,0.0,2,1,1,182867.84,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.5948,1.9042,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7244635794717436,0,-0.5066,7.705,Middle-aged (31-45),Zero balance,Active,Retained
698,Spain,Female,38,1,171848.38,1,0,0,16957.45,0,1,High-Balance Single-Product France-Skew Watchlist,-1.7886,-1.3655,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.5283850167302802,0,-0.5187,6.716,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
616,France,Male,40,9,0.0,2,0,0,93717.55,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.4827,0.4913,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.378685672134612,0,-0.4532,3.928,Middle-aged (31-45),Zero balance,Inactive,Retained
662,France,Female,39,5,139562.05,2,1,0,61636.22,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,-0.1437,-0.3064,1,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.010928492170358,0,-0.4482,3.723,Middle-aged (31-45),Above ceiling (>100K),Inactive,Retained
594,France,Male,37,2,0.0,2,0,1,95864.5,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.3672,-0.8037,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.4429,3.283,Middle-aged (31-45),Zero balance,Active,Retained
685,France,Male,40,2,168001.34,2,1,1,167400.29,0,0,High-Balance Multi-Product Germany-Skew Mixed-Risk,-0.5216,0.1885,1,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.4667280879854212,0,-0.4943,7.544,Middle-aged (31-45),Above ceiling (>100K),Active,Retained
742,France,Male,27,0,0.0,2,0,1,131534.96,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.4809,-0.2069,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.7333154938995745,0,-0.5082,7.359,Young adult (18-30),Zero balance,Active,Retained
678,Germany,Male,83,6,123356.63,1,0,1,92934.41,0,1,High-Balance Single-Product France-Skew Watchlist,-1.7096,-1.9337,-1,0,1,1,0,1,0,1,1,1,3,Both families,B: Rare Valid — Statistically Unusual Pattern,4.203014641650117,0,-0.5409,26.597,Elderly (60+),Above ceiling (>100K),Active,Retained
651,Spain,Male,47,2,0.0,2,1,1,119808.64,0,2,Zero-Balance Multi-Product France-Skew Loyalist,1.2571,-0.9908,1,1,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.2258476714090278,0,-0.4497,4.405,Senior (46-60),Zero balance,Active,Retained
585,Germany,Male,50,2,125845.66,1,1,0,9439.31,1,1,High-Balance Single-Product France-Skew Watchlist,-1.419,-2.0101,0,0,0,0,0,0,0,0,0,0,0,Neither,Normal — Not Flagged,1.576329089281691,0,-0.502,6.622,Senior (46-60),Above ceiling (>100K),Inactive,Churned
579,Germany,Male,40,10,45408.85,2,1,0,18732.91,0,2,Zero-Balance Multi-Product France-Skew Loyalist,0.9865,-0.0459,1,1,0,0,0,0,1,0,0,1,0,Multivariate only,Normal — Not Flagged,1.7244635794717436,0,-0.5189,6.674,Middle-aged (31-45),Insured (0-100K),Inactive,Retained
