Source_RowNumber,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,IQR_outlier_count,IQR_flag,ZScore_outlier_count,ZScore_flag,IF_flag,IF_anomaly_score,MAHA_dist2,MAHA_flag,LOF_flag,LOF_score,UNI_flag,MV_flag,UniMV_Segment,Max_Abs_Z,HighBal_Churn_flag,DBSCAN_flag,Composite_Anomaly_Score,Anomaly_Class,Anomaly_Evidence,Recommended_Action
5265,547,Spain,Female,44,5,0.0,3,0,0,5459.07,1,0,0,0,0,1,-0.5641621413917829,12.600207941304753,0,1,1.3494918745283568,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5298,572,Germany,Male,51,8,97750.07,3,1,1,193014.26,1,0,0,0,0,1,-0.573113326479514,17.43898574780591,0,0,1.012602814548655,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5300,543,France,Female,71,1,104308.77,1,1,1,25650.04,0,1,1,1,1,1,-0.5728962264297026,17.815623976807956,0,0,1.1597272916091714,1,1,Both families,3.058771553234496,0,0,3,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
5314,783,France,Female,72,5,121215.9,2,1,1,105206.48,0,1,1,1,1,1,-0.5637065653674698,19.149822902594273,0,0,1.1442266474000313,1,1,Both families,3.1541251439357976,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5315,743,Germany,Male,45,10,144677.19,3,1,0,22512.44,1,0,0,0,0,1,-0.594961475729089,19.871399153022203,0,0,1.0910185689942438,0,1,Multivariate only,2.52705661927622,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5338,815,Spain,Female,57,5,0.0,3,0,0,38941.44,1,0,0,0,0,1,-0.5966247450564817,17.613291886286987,0,0,1.1685809355791956,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5378,642,France,Male,72,1,160541.0,2,1,1,142223.94,0,1,1,1,1,1,-0.5770149759415119,21.53281978563578,0,0,1.0994324295131375,1,1,Both families,3.1541251439357976,0,0,3,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
5387,642,France,Male,48,9,118317.27,4,0,0,78702.98,1,0,0,0,0,1,-0.5910718878306184,33.20281120250727,1,0,1.0251705444294377,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5406,531,Germany,Female,64,2,175754.87,2,1,1,60721.4,0,1,1,0,0,1,-0.5803541948113953,17.00098610191968,0,1,1.2375220632893036,1,1,Both families,2.391296418325384,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5491,655,Spain,Female,78,2,0.0,2,0,1,188435.38,0,1,1,1,1,1,-0.5808369145272146,25.946736974575465,1,0,1.0423928678068477,1,1,Both families,3.7262466881436076,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5509,656,France,Female,75,3,0.0,2,1,1,1276.87,0,1,1,1,1,1,-0.5978200919819433,22.53649100758746,1,0,1.085846362074247,1,1,Both families,3.440185916039703,0,0,3,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
5536,648,Germany,Female,32,8,157138.99,3,1,0,190994.48,1,0,0,0,0,1,-0.5692064553464067,17.512734946380817,0,0,1.1283049988321718,0,1,Multivariate only,2.52705661927622,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5572,684,Spain,Female,38,3,134168.5,3,1,0,3966.5,1,0,0,0,0,1,-0.5702078276501179,15.772805585411394,0,0,1.0046703922219264,0,1,Multivariate only,2.52705661927622,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5665,667,Spain,Male,71,4,137260.78,1,0,1,94433.08,1,1,1,1,1,0,-0.5341824476860669,14.118205105997193,0,0,1.0416986175931362,1,0,Univariate only,3.058771553234496,1,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
5672,743,France,Female,73,6,0.0,2,0,1,107867.38,0,1,1,1,1,0,-0.5457277415277295,18.81292658002735,0,0,1.0597421966951968,1,0,Univariate only,3.2494787346370995,0,1,3,C: Risk Signal — DBSCAN Density Outlier,Phase 2 places the record outside dense customer neighbourhoods.,Review the unusual feature combination and monitor engagement.
5701,447,France,Male,41,3,0.0,4,1,1,197490.39,1,0,0,0,0,1,-0.6403587851985713,30.6275624266974,1,1,1.3542255889618318,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5743,832,France,Male,61,2,0.0,1,0,1,127804.66,1,0,0,0,0,1,-0.5692144226633787,14.666050532226908,0,0,1.1899012543058913,0,1,Multivariate only,2.105235646221479,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5784,624,France,Male,71,7,0.0,2,1,1,108841.83,0,1,1,1,1,0,-0.5376830663292422,16.532379805668278,0,0,1.062465799925988,1,0,Univariate only,3.058771553234496,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
5792,809,Germany,Female,42,6,64497.94,3,0,1,182436.81,1,0,0,0,0,1,-0.567218664936296,13.823721066034594,0,1,1.2281621573126156,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5818,613,Germany,Male,69,9,78778.49,1,0,1,8751.59,0,1,1,0,0,1,-0.5781721782178547,16.450313486897077,0,0,1.0940405050969322,1,1,Both families,2.868064371831893,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5841,616,Spain,Male,71,4,0.0,2,1,1,173599.38,0,1,1,1,1,0,-0.5488547917235149,17.920198596008348,0,0,1.0201681164835532,1,0,Univariate only,3.058771553234496,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
5905,692,Germany,Male,45,6,142084.04,4,1,0,188305.85,1,0,0,0,0,1,-0.6038261253022498,34.835615159071416,1,0,1.0519383588508993,0,1,Multivariate only,4.246376675934418,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5951,834,Germany,Female,57,8,112281.6,3,1,0,140225.14,1,0,0,0,0,1,-0.6083228656416056,21.687815408807165,0,0,1.1695343783631686,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
5958,612,Germany,Male,76,6,96166.88,1,1,1,191393.26,0,1,1,1,1,1,-0.5632295172037832,20.698008260380142,0,0,1.1946862313481406,1,1,Both families,3.5355395067410043,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6001,629,France,Female,37,10,99546.25,3,0,1,25136.95,1,0,0,0,0,1,-0.5636533087915243,14.882568031815644,0,1,1.283576754855275,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6047,593,Germany,Male,69,2,187013.13,2,0,1,105898.69,0,1,1,0,0,1,-0.5847956260049254,19.876306740598825,0,0,1.112463845844517,1,1,Both families,2.868064371831893,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6117,627,France,Male,73,0,146329.73,1,0,1,43615.67,0,1,1,1,1,1,-0.5901149700255899,19.367024065109742,0,0,1.2084708839447627,1,1,Both families,3.2494787346370995,0,0,3,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
6132,686,France,Male,60,9,0.0,3,1,1,75246.21,1,0,0,0,0,1,-0.5711595000809698,17.600460193242743,0,1,1.3049194897025627,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6151,632,Germany,Male,41,8,127205.32,4,1,0,93874.87,1,0,0,0,0,1,-0.5819649093845317,31.173925572274698,1,0,1.0037348834662871,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6153,508,France,Female,64,2,0.0,1,1,1,6076.62,0,1,1,0,0,1,-0.594710648953081,16.68426259781085,0,1,1.2466645536796381,1,1,Both families,2.391296418325384,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
6165,710,Germany,Male,58,7,170113.0,2,0,1,10494.64,0,0,0,0,0,1,-0.5633590392298624,13.407091532586952,0,1,1.2699681791901642,0,1,Multivariate only,1.8191748741175742,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6167,773,France,Male,64,2,145578.28,1,0,1,186172.85,0,1,1,0,0,1,-0.5655445007109778,14.169749183671826,0,0,1.1409364023531579,1,1,Both families,2.391296418325384,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
6168,657,Spain,Male,75,7,126273.95,1,0,1,91673.6,0,1,1,1,1,0,-0.5430154293447994,17.668987965476987,0,0,1.0455752207519908,1,0,Univariate only,3.440185916039703,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
6173,568,Germany,Male,43,5,87612.64,4,1,1,107155.4,1,0,0,0,0,1,-0.5837621156473047,28.104285742903905,1,0,1.0181910979226758,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6174,769,France,Female,73,1,0.0,1,1,1,29792.11,0,1,1,1,1,1,-0.601657585020987,22.64986020855076,1,1,1.237379011234035,1,1,Both families,3.2494787346370995,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6222,513,France,Female,45,0,164649.52,3,1,0,49915.52,1,0,0,0,0,1,-0.6214708535158473,21.73804639734631,0,1,1.2395984827924322,0,1,Multivariate only,2.52705661927622,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6231,592,France,Male,71,4,0.0,2,0,1,17013.54,0,1,1,1,1,1,-0.5657237259494932,18.200436072629667,0,0,1.0967280738626406,1,1,Both families,3.058771553234496,0,0,3,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
6256,547,Germany,Male,55,4,111362.76,3,1,0,16922.28,1,0,0,0,0,1,-0.5729457581193076,19.026903827105148,0,0,1.0211912616997898,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6279,602,France,Female,72,3,0.0,2,1,1,171260.66,0,1,1,1,1,1,-0.5625571946480405,19.12288414546941,0,0,1.0281714996334796,1,1,Both families,3.1541251439357976,0,0,3,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
6280,757,Spain,Female,55,9,117294.12,4,1,0,94187.47,1,0,0,0,0,1,-0.6166757431139536,37.11968783192412,1,0,1.0777637755323144,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6296,535,Spain,Female,50,1,140292.58,3,0,0,69531.22,1,0,0,0,0,1,-0.5755986318045866,19.12630643863404,0,0,1.0242654309891945,0,1,Multivariate only,2.52705661927622,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6358,491,France,Female,68,3,107571.61,1,0,1,113695.99,0,1,1,0,0,1,-0.565624438188084,14.322968539396223,0,0,1.1235058660184183,1,1,Both families,2.772710781130591,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
6367,683,Germany,Male,73,9,124730.26,1,1,1,51999.5,0,1,1,1,1,0,-0.5539871132256537,18.082082328200137,0,0,1.0414984156142268,1,0,Univariate only,3.2494787346370995,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
6374,597,France,Male,67,2,0.0,2,0,1,108645.85,0,1,1,0,0,0,-0.5299287424660449,14.165893897574977,0,0,1.0368481465564392,1,0,Univariate only,2.6773571904292894,0,1,2,C: Risk Signal — DBSCAN Density Outlier,Phase 2 places the record outside dense customer neighbourhoods.,Review the unusual feature combination and monitor engagement.
6376,524,Spain,Female,64,5,0.0,1,1,0,136079.64,1,1,1,0,0,0,-0.5510245707992308,13.412071705239446,0,0,1.178360241870234,1,0,Univariate only,2.391296418325384,0,1,2,C: Risk Signal — DBSCAN Density Outlier,Phase 2 places the record outside dense customer neighbourhoods.,Review the unusual feature combination and monitor engagement.
6444,753,France,Male,92,3,121513.31,1,0,1,195563.99,0,1,1,1,1,1,-0.5889373571159074,40.1976969928052,1,1,1.6022843499027577,1,1,Both families,5.0611969579618314,0,1,4,B: Rare Legitimate — Source Verification Recommended,Admissible age above 90 plus at least one detector flag.,Verify age; retain if confirmed.
6509,850,Germany,Male,42,6,84445.68,3,0,1,60021.34,1,0,0,0,0,1,-0.5656297203119649,14.636469135273197,0,0,1.1333418602757557,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6516,803,France,Female,65,2,151659.52,2,0,1,6930.17,0,1,1,0,0,1,-0.6132201671564448,19.1213675243476,0,1,1.228187775646322,1,1,Both families,2.4866500090266856,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6525,651,Germany,Female,35,1,163700.78,3,1,1,29583.48,1,0,0,0,0,1,-0.5847409768837828,18.085873163310772,0,0,1.1082923567177645,0,1,Multivariate only,2.52705661927622,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6531,511,Germany,Female,75,9,105609.17,1,0,1,105425.18,0,1,1,1,1,1,-0.5743401507380318,20.773194380374715,0,1,1.2676916796108153,1,1,Both families,3.440185916039703,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6533,756,France,Male,67,4,0.0,3,1,1,93081.87,0,1,1,0,0,1,-0.6051742088489167,21.67852554110542,0,1,1.2821985318312583,1,1,Both families,2.6773571904292894,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6582,576,Germany,Female,71,6,140273.47,1,1,1,193135.25,1,1,1,1,1,1,-0.5696048978478795,17.396131878093353,0,0,1.1153059989623997,1,1,Both families,3.058771553234496,1,0,3,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
6627,847,France,Male,66,7,123760.68,1,0,1,53157.16,0,1,1,0,0,1,-0.5698710933619043,15.378123083714431,0,0,1.1159570349993309,1,1,Both families,2.5820035997279875,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6685,562,France,Female,57,3,0.0,3,1,0,6554.97,1,0,0,0,0,1,-0.5944785329737575,17.537646802276576,0,1,1.417283327959993,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6710,850,Germany,Female,66,0,127120.62,1,0,1,118929.64,1,1,1,0,0,1,-0.6008542132454828,17.361982628730182,0,1,1.2210855204996502,1,1,Both families,2.5820035997279875,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6714,586,France,Female,46,0,0.0,3,0,1,131553.82,1,0,0,0,0,1,-0.5752525222303972,13.09619308086796,0,0,1.114952160572862,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6716,808,Spain,Female,67,10,124577.15,1,0,1,169894.4,0,1,1,0,0,1,-0.5933286007194672,18.003264385353933,0,0,1.1484438347062877,1,1,Both families,2.6773571904292894,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6722,824,Germany,Male,77,3,27517.15,2,0,1,2746.41,0,1,1,1,1,1,-0.6355259500792473,27.012626924939802,1,1,1.2898489093083092,1,1,Both families,3.630893097442306,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6735,619,France,Female,55,0,0.0,3,0,0,60810.64,1,0,0,0,0,1,-0.5945333507427738,16.216908808984957,0,1,1.2423872444599777,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6751,618,France,Female,42,2,0.0,4,0,0,111097.39,1,0,0,0,0,1,-0.5804185226006795,24.33260114449795,1,0,1.1481776932701246,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6760,705,France,Male,92,1,126076.24,2,1,1,34436.83,0,1,1,1,1,1,-0.598580681345997,42.58136801077709,1,1,1.6368130111541859,1,1,Both families,5.0611969579618314,0,1,4,B: Rare Legitimate — Source Verification Recommended,Admissible age above 90 plus at least one detector flag.,Verify age; retain if confirmed.
6764,718,France,Female,67,7,0.0,3,1,1,82782.08,0,1,1,0,0,1,-0.5925727045738229,21.378477157673018,0,1,1.3238842334018723,1,1,Both families,2.6773571904292894,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6783,585,France,Male,55,10,106415.57,3,1,1,122960.98,1,0,0,0,0,1,-0.5901531877027776,18.977355662386437,0,0,1.0815852175182417,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6832,469,Germany,Female,52,8,139493.25,3,0,0,150093.32,1,0,0,0,0,1,-0.58611485221508,21.604241934136596,0,0,1.1567502456658627,0,1,Multivariate only,2.52705661927622,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6876,610,France,Female,57,7,72092.95,4,0,1,113228.82,1,0,0,0,0,1,-0.6052664617147521,32.695185665839745,1,0,1.0399782259398433,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6891,490,France,Male,39,1,0.0,3,1,0,171060.01,1,0,0,0,0,1,-0.5813325210036725,14.259282254511456,0,1,1.7384126534977866,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
6900,569,France,Male,66,2,0.0,1,1,0,130784.2,1,1,1,0,0,0,-0.5592420153307044,14.686931415265551,0,0,1.1143461846861895,1,0,Univariate only,2.5820035997279875,0,1,2,C: Risk Signal — DBSCAN Density Outlier,Phase 2 places the record outside dense customer neighbourhoods.,Review the unusual feature combination and monitor engagement.
6913,544,France,Male,48,10,78314.63,3,1,1,103713.93,1,0,0,0,0,1,-0.582095201616858,15.402220238785326,0,0,1.0237661751523452,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7032,478,Spain,Male,48,0,83287.05,2,0,1,44147.95,1,0,0,0,0,1,-0.5645818711898702,9.486136289936926,0,1,1.3528765115788743,0,1,Multivariate only,1.7851167972867132,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7054,755,Germany,Male,43,6,165048.5,3,1,0,16929.41,1,0,0,0,0,1,-0.5829562794087771,18.851072466384224,0,0,1.0148479524748568,0,1,Multivariate only,2.52705661927622,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7058,818,Germany,Female,72,8,135290.42,2,1,1,63729.72,0,1,1,1,1,1,-0.5971540324515027,22.279449151314164,0,1,1.2343352882225114,1,1,Both families,3.1541251439357976,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7059,624,France,Female,71,4,170252.05,3,1,1,73679.59,1,1,1,1,1,1,-0.619413576491898,31.45796766277894,1,1,1.2295097651538454,1,1,Both families,3.058771553234496,1,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7064,580,Germany,Male,76,2,130334.84,2,1,1,51672.08,0,1,1,1,1,1,-0.5767939172539557,23.288837019245022,1,0,1.1139884978234584,1,1,Both families,3.5355395067410043,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7079,763,France,Male,67,1,149436.73,2,0,1,106282.74,0,1,1,0,0,1,-0.5720190543312682,17.69724589438979,0,0,1.1434562350773034,1,1,Both families,2.6773571904292894,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7095,640,France,Female,67,3,0.0,1,0,1,42964.63,0,1,1,0,0,0,-0.551594102250817,14.642937700131567,0,0,1.0721393165083932,1,0,Univariate only,2.6773571904292894,0,1,2,C: Risk Signal — DBSCAN Density Outlier,Phase 2 places the record outside dense customer neighbourhoods.,Review the unusual feature combination and monitor engagement.
7139,430,Germany,Female,66,6,135392.31,2,1,1,172852.06,1,1,1,0,0,1,-0.5793540829958418,19.94505269576824,0,1,1.2768470922012285,1,1,Both families,2.5820035997279875,1,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7140,806,France,Female,67,1,0.0,2,0,1,103945.58,0,1,1,0,0,1,-0.5741299418984386,17.31634455137843,0,0,1.100491493032309,1,1,Both families,2.6773571904292894,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7195,799,France,Male,70,8,70416.75,1,1,1,36483.52,0,1,1,0,0,1,-0.584219555333558,17.6410016807805,0,0,1.1608409521752707,1,1,Both families,2.9634179625331942,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7203,573,Spain,Female,72,8,98765.84,1,1,1,96015.53,0,1,1,1,1,0,-0.5376166073009028,16.023008458417166,0,0,1.092799607867428,1,0,Univariate only,3.1541251439357976,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
7214,484,Germany,Female,55,8,149349.58,3,0,0,137519.92,1,0,0,0,0,1,-0.6046497810851252,22.859358042699142,1,0,1.1607042473015028,0,1,Multivariate only,2.52705661927622,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7244,634,France,Male,77,5,0.0,2,1,1,161579.85,0,1,1,1,1,0,-0.5582009073150744,22.68180887329891,1,0,1.0324599721181615,1,1,Both families,3.630893097442306,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
