antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,antecedent_len,consequent_len
"frozenset({'Active_Status_Active', 'Geography_Germany', 'Gender_Male'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0689,0.4799,0.0537,0.7793904208998548,1.624068391122848,0.020634889999999996,2.3575585419450134,0.4126972222238888,3,1
"frozenset({'Tenure_Band_Established', 'Products_Label_Products_1', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0417,0.4799,0.0325,0.7793764988009593,1.6240393807063123,0.01248817,2.35740977192348,0.4009719134043458,3,1
"frozenset({'Tenure_Band_Established', 'Geography_Germany'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.0752,0.3375,0.0412,0.5478723404255319,1.623325453112687,0.015819999999999997,1.4652941144061729,0.41520391708939425,2,2
"frozenset({'Active_Status_Active', 'Geography_France', 'Balance_Band_Zero_Balance', 'CrCard_Status_Has_CrCard'})",frozenset({'Products_Label_Products_2'}),0.091,0.459,0.0678,0.7450549450549451,1.6232133879192703,0.026031,2.1220258537455017,0.42237409581666124,4,1
"frozenset({'Age_Band_Age_31_to_45', 'CrCard_Status_Has_CrCard', 'Geography_Germany', 'Active_Status_Inactive'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0529,0.4799,0.0412,0.77882797731569,1.622896389488831,0.01581329,2.351563237230966,0.4052557474887572,4,1
"frozenset({'Active_Status_Active', 'Tenure_Band_Loyal', 'Balance_Band_Zero_Balance'})",frozenset({'Products_Label_Products_2'}),0.0866,0.459,0.0645,0.7448036951501156,1.6226660025056983,0.024750600000000005,2.119936643276629,0.420111925288088,3,1
"frozenset({'Active_Status_Active', 'Geography_Germany', 'Age_Band_Age_31_to_45'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0709,0.4799,0.0552,0.778561354019746,1.6223408085429174,0.02117509,2.3487318365270635,0.41287988687821625,3,1
"frozenset({'CreditScore_Band_Good_Credit', 'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",frozenset({'Balance_Band_Zero_Balance'}),0.0801,0.3617,0.047,0.5867665418227216,1.6222464523713618,0.018027829999999998,1.5446474282862155,0.4169701609564407,3,1
"frozenset({'Tenure_Band_Loyal', 'Balance_Band_Zero_Balance', 'CreditScore_Band_Fair_Credit', 'CrCard_Status_Has_CrCard'})",frozenset({'Products_Label_Products_2'}),0.0407,0.459,0.0303,0.7444717444717445,1.6219427984133865,0.0116187,2.1171826840221786,0.3997242213536479,4,1
"frozenset({'Active_Status_Active', 'Geography_France', 'Balance_Band_Zero_Balance', 'Age_Band_Age_31_to_45'})",frozenset({'Products_Label_Products_2'}),0.0707,0.459,0.0526,0.743988684582744,1.620890380354562,0.0201487,2.1131878370495922,0.4121974960506272,4,1
"frozenset({'Active_Status_Active', 'Balance_Band_Zero_Balance', 'Salary_Band_High_Income'})",frozenset({'Products_Label_Products_2'}),0.0453,0.459,0.0337,0.7439293598233996,1.620761132512853,0.0129073,2.1126982676116177,0.4011793597131045,3,1
"frozenset({'Age_Band_Age_31_to_45', 'Balance_Band_Zero_Balance', 'CreditScore_Band_Fair_Credit'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.0711,0.3246,0.0374,0.5260196905766527,1.6205166068288746,0.014320940000000004,1.4249537061924569,0.41222180452642804,3,2
"frozenset({'Tenure_Band_Loyal', 'Balance_Band_Zero_Balance'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.1654,0.3246,0.087,0.5259975816203144,1.6204484954415108,0.03331116,1.4248872418918832,0.4587669500979201,2,2
"frozenset({'Tenure_Band_Loyal', 'Balance_Band_Zero_Balance', 'Gender_Male'})",frozenset({'Products_Label_Products_2'}),0.0905,0.459,0.0673,0.7436464088397791,1.620144681568146,0.0257605,2.1103663710780967,0.42085890472615706,3,1
"frozenset({'Active_Status_Active', 'Tenure_Band_Established', 'Balance_Band_Zero_Balance'})",frozenset({'Products_Label_Products_2'}),0.0553,0.459,0.0411,0.7432188065099457,1.619213086078313,0.015717299999999997,2.1068521044712014,0.40480158610581196,3,1
"frozenset({'Age_Band_Age_31_to_45', 'Balance_Band_Zero_Balance'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.2154,0.3246,0.1132,0.5255338904363973,1.6190199951829862,0.04328116,1.423494713242458,0.4873086959302258,2,2
"frozenset({'Active_Status_Active', 'Balance_Band_Zero_Balance', 'Age_Band_Age_31_to_45'})",frozenset({'Products_Label_Products_2'}),0.1051,0.459,0.0781,0.7431018078020932,1.618958186932665,0.0298591,2.10589258439521,0.42721960221594296,3,1
"frozenset({'Active_Status_Active', 'Balance_Band_Zero_Balance', 'CrCard_Status_Has_CrCard'})",frozenset({'Products_Label_Products_2'}),0.1342,0.459,0.0997,0.7429210134128166,1.6185642993743279,0.03810219999999999,2.104411586017041,0.44140506527668,3,1
"frozenset({'Geography_Germany', 'Salary_Band_Low_Income'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0627,0.4799,0.0487,0.7767145135566188,1.618492422497643,0.018610269999999998,2.329304989568041,0.40770411582396987,2,1
"frozenset({'Active_Status_Active', 'Balance_Band_Zero_Balance', 'Gender_Female'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.0849,0.3246,0.0446,0.525323910482921,1.6183731068481857,0.01704146,1.4228650094093984,0.4175450941919651,3,2
"frozenset({'Age_Band_Age_31_to_45', 'Geography_Germany', 'Gender_Female'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0666,0.4799,0.0517,0.7762762762762763,1.6175792379168084,0.019738659999999998,2.3247422714880646,0.4090339222799365,3,1
"frozenset({'Age_Band_Age_31_to_45', 'Tenure_Band_Loyal', 'Balance_Band_Zero_Balance', 'Geography_France'})",frozenset({'Products_Label_Products_2'}),0.0667,0.459,0.0495,0.742128935532234,1.6168386395037777,0.018884700000000004,2.0979476662829595,0.4087743393432883,4,1
"frozenset({'Balance_Band_Zero_Balance', 'Gender_Male'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.1963,0.3246,0.103,0.5247070809984717,1.6164728311721248,0.03928102,1.4210184321656385,0.4745167677163024,2,2
"frozenset({'Active_Status_Active', 'Products_Label_Products_2', 'Gender_Female', 'CrCard_Status_Has_CrCard'})",frozenset({'Balance_Band_Zero_Balance'}),0.0763,0.3617,0.0446,0.5845347313237221,1.6160761164603874,0.017002289999999996,1.5363498385733911,0.41270679286996964,4,1
"frozenset({'Age_Band_Age_31_to_45', 'Tenure_Band_Loyal', 'Balance_Band_Zero_Balance', 'CrCard_Status_Has_CrCard'})",frozenset({'Products_Label_Products_2'}),0.072,0.459,0.0534,0.7416666666666668,1.6158315177923024,0.020352000000000002,2.094193540280542,0.41069352963967454,4,1
"frozenset({'Active_Status_Inactive', 'Products_Label_Products_2', 'Salary_Band_Low_Income'})",frozenset({'Balance_Band_Zero_Balance'}),0.0546,0.3617,0.0319,0.5842490842490842,1.6152863816673602,0.012151179999999994,1.5352942694349305,0.40291382858294855,3,1
"frozenset({'Tenure_Band_Loyal', 'CreditScore_Band_Fair_Credit', 'CrCard_Status_Has_CrCard', 'Products_Label_Products_2'})",frozenset({'Balance_Band_Zero_Balance'}),0.0519,0.3617,0.0303,0.5838150289017341,1.6140863392362015,0.01152777,1.5336930518704317,0.40128093602525533,4,1
"frozenset({'Geography_France', 'Balance_Band_Zero_Balance', 'Salary_Band_Low_Income'})",frozenset({'Products_Label_Products_2'}),0.0613,0.459,0.0454,0.7406199021207178,1.613550985012457,0.017263300000000002,2.0857421303235224,0.40508032244424647,3,1
"frozenset({'Age_Band_Age_31_to_45', 'Tenure_Band_Loyal', 'Balance_Band_Zero_Balance', 'Active_Status_Inactive'})",frozenset({'Products_Label_Products_2'}),0.0501,0.459,0.0371,0.7405189620758483,1.6133310720606717,0.014104100000000001,2.0849307611957664,0.400215202110933,4,1
"frozenset({'CreditScore_Band_Good_Credit', 'CrCard_Status_Has_CrCard', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0394,0.4799,0.0305,0.7741116751269036,1.6130687124961525,0.011591940000000002,2.302465158346391,0.39565230747176466,3,1
"frozenset({'Active_Status_Inactive', 'Tenure_Band_Loyal', 'Gender_Male', 'Products_Label_Products_2'})",frozenset({'Balance_Band_Zero_Balance'}),0.0552,0.3617,0.0322,0.5833333333333334,1.612754584830891,0.012234159999999997,1.531919996323392,0.4021410426998911,4,1
"frozenset({'Age_Band_Age_31_to_45', 'Tenure_Band_Loyal', 'Active_Status_Inactive', 'Products_Label_Products_2'})",frozenset({'Balance_Band_Zero_Balance'}),0.0636,0.3617,0.0371,0.5833333333333334,1.612754584830891,0.014095879999999998,1.531919996323392,0.4057484591444437,4,1
"frozenset({'Active_Status_Inactive', 'Tenure_Band_Loyal', 'Balance_Band_Zero_Balance', 'Gender_Male'})",frozenset({'Products_Label_Products_2'}),0.0435,0.459,0.0322,0.7402298850574713,1.6127012746350138,0.012233500000000001,2.0826106114518974,0.3972005857275977,4,1
"frozenset({'Active_Status_Active', 'Geography_Germany', 'Age_Band_Age_31_to_45', 'Gender_Male'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0398,0.4799,0.0308,0.7738693467336684,1.612563756477742,0.011699979999999999,2.2999977676066767,0.3956149557586758,4,1
"frozenset({'Tenure_Band_Loyal', 'Balance_Band_Zero_Balance', 'CreditScore_Band_Fair_Credit'})",frozenset({'Products_Label_Products_2'}),0.0558,0.459,0.0413,0.7401433691756273,1.6125127868750049,0.015687800000000002,2.0819172333675184,0.4022981136778487,3,1
"frozenset({'Tenure_Band_Established', 'Balance_Band_Zero_Balance', 'CrCard_Status_Has_CrCard', 'Gender_Male'})",frozenset({'Products_Label_Products_2'}),0.0431,0.459,0.0319,0.740139211136891,1.6125037279670826,0.012117099999999999,2.0818839205598927,0.3969551624875389,4,1
"frozenset({'Age_Band_Age_31_to_45', 'Geography_France', 'Balance_Band_Zero_Balance'})",frozenset({'Products_Label_Products_2'}),0.1431,0.459,0.1059,0.7400419287211739,1.6122917837062611,0.04021709999999999,2.081104830704136,0.44318458690774465,3,1
"frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard', 'Tenure_Band_Loyal'})",frozenset({'Balance_Band_Zero_Balance'}),0.1492,0.3617,0.087,0.5831099195710455,1.6121369078547014,0.03303435999999999,1.531099031697106,0.4462920631832649,3,1
"frozenset({'Age_Band_Age_31_to_45', 'Balance_Band_Zero_Balance', 'CreditScore_Band_Good_Credit'})",frozenset({'Products_Label_Products_2'}),0.0523,0.459,0.0387,0.739961759082218,1.6121171221834814,0.014694299999999997,2.080463227293512,0.400651761547541,3,1
"frozenset({'Age_Band_Age_31_to_45', 'Balance_Band_Zero_Balance', 'CrCard_Status_Has_CrCard'})",frozenset({'Products_Label_Products_2'}),0.153,0.459,0.1132,0.7398692810457517,1.611915644979851,0.042973,2.0797236100955345,0.4481937914318255,3,1
"frozenset({'Active_Status_Active', 'Geography_France', 'Balance_Band_Zero_Balance'})",frozenset({'Products_Label_Products_2'}),0.126,0.459,0.0932,0.7396825396825397,1.6115088010512848,0.035366,2.078231699333622,0.4341687863996621,3,1
"frozenset({'Balance_Band_Zero_Balance', 'Salary_Band_High_Income'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.0891,0.3246,0.0466,0.5230078563411897,1.611238004747966,0.017678140000000002,1.4159562323256072,0.4164663821141851,2,2
"frozenset({'Active_Status_Active', 'Balance_Band_Zero_Balance'})",frozenset({'Products_Label_Products_2'}),0.1873,0.459,0.1385,0.7394554191137214,1.6110139849972143,0.052529300000000015,2.076420073997675,0.4666825694447222,2,1
"frozenset({'Products_Label_Products_2', 'Gender_Female', 'Tenure_Band_Loyal'})",frozenset({'Balance_Band_Zero_Balance'}),0.092,0.3617,0.0536,0.582608695652174,1.6107511629863809,0.020323599999999997,1.5292604130028138,0.4175899138667893,3,1
"frozenset({'Active_Status_Inactive', 'Products_Label_Products_2', 'Gender_Male'})",frozenset({'Balance_Band_Zero_Balance'}),0.1157,0.3617,0.0674,0.5825410544511669,1.6105641538600135,0.02555131,1.52901262573692,0.4287001638540568,3,1
"frozenset({'CreditScore_Band_Good_Credit', 'Geography_France', 'Balance_Band_Zero_Balance'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.0593,0.3246,0.031,0.5227655986509275,1.610491677914133,0.01175122,1.4152374528648912,0.40296759105264784,3,2
"frozenset({'Geography_France', 'Balance_Band_Zero_Balance', 'CreditScore_Band_Fair_Credit'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.0792,0.3246,0.0414,0.5227272727272727,1.610373606676749,0.015691679999999996,1.415123806558788,0.4116269406565179,3,2
"frozenset({'Geography_Germany', 'Salary_Band_High_Income'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0647,0.4799,0.05,0.7727975270479136,1.610330333502633,0.018950470000000007,2.289147608972257,0.4052276274991983,2,1
"frozenset({'Products_Label_Products_2', 'CreditScore_Band_Poor_Credit'})",frozenset({'Balance_Band_Zero_Balance'}),0.1044,0.3617,0.0608,0.582375478927203,1.61010638354217,0.023038519999999993,1.528406418358586,0.42309404456876887,2,1
"frozenset({'Active_Status_Active', 'Balance_Band_Zero_Balance', 'Geography_Spain'})",frozenset({'Products_Label_Products_2'}),0.0613,0.459,0.0453,0.7389885807504079,1.6099969079529581,0.0171633,2.0727062420589437,0.40362287706614125,3,1
"frozenset({'Tenure_Band_Loyal', 'Balance_Band_Zero_Balance', 'CrCard_Status_Has_CrCard', 'Gender_Male'})",frozenset({'Products_Label_Products_2'}),0.0651,0.459,0.0481,0.738863287250384,1.6097239373646708,0.018219099999999995,2.071711756772444,0.4051507838009068,4,1
"frozenset({'Age_Band_Age_31_to_45', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.1441,0.4799,0.1113,0.7723802914642609,1.6094609115737881,0.042146409999999995,2.284951514351783,0.4424277886373396,2,1
"frozenset({'Balance_Band_Zero_Balance', 'CreditScore_Band_Fair_Credit'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.1187,0.3246,0.062,0.5223251895534962,1.6091349031222926,0.02346998,1.4139326249059292,0.42953371668685925,2,2
"frozenset({'Active_Status_Active', 'Balance_Band_Zero_Balance', 'CrCard_Status_Has_CrCard', 'Geography_Spain'})",frozenset({'Products_Label_Products_2'}),0.0432,0.459,0.0319,0.7384259259259258,1.6087710804486401,0.012071199999999997,2.0682477797036887,0.3954928130340424,4,1
"frozenset({'Products_Label_Products_2', 'Geography_Germany', 'Tenure_Band_Loyal'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0465,0.4799,0.0359,0.7720430107526882,1.6087580970049764,0.01358465,2.2815707447082043,0.3968563261287764,3,1
"frozenset({'CrCard_Status_No_CrCard', 'Balance_Band_Zero_Balance', 'Gender_Male'})",frozenset({'Products_Label_Products_2'}),0.0554,0.459,0.0409,0.7382671480144405,1.608425159072855,0.0154714,2.0669930955509366,0.4004592829036702,3,1
"frozenset({'Age_Band_Age_31_to_45', 'Tenure_Band_Loyal', 'Balance_Band_Zero_Balance'})",frozenset({'Products_Label_Products_2'}),0.1,0.459,0.0738,0.738,1.6078431372549018,0.0279,2.064885488301963,0.4200542005420054,3,1
"frozenset({'Active_Status_Active', 'CrCard_Status_Has_CrCard', 'Geography_Germany', 'Gender_Male'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.049,0.4799,0.0378,0.7714285714285714,1.607477748340428,0.0142849,2.2754374900449603,0.3973789772948553,4,1
"frozenset({'Age_Band_Age_31_to_45', 'Geography_Germany', 'CreditScore_Band_Fair_Credit'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0481,0.4799,0.0371,0.7713097713097714,1.607230196519632,0.014016810000000005,2.274255444600757,0.3969026056271626,3,1
"frozenset({'Age_Band_Age_31_to_45', 'CrCard_Status_Has_CrCard', 'Balance_Band_Zero_Balance', 'CreditScore_Band_Fair_Credit'})",frozenset({'Products_Label_Products_2'}),0.0507,0.459,0.0374,0.73767258382643,1.6071298122580173,0.014128700000000001,2.06230826281511,0.39794872777070184,4,1
"frozenset({'Active_Status_Active', 'Products_Label_Products_2', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0568,0.4799,0.0438,0.7711267605633803,1.6068488446830178,0.016541679999999996,2.2724369131481215,0.4004070472228999,3,1
"frozenset({'Geography_France', 'Balance_Band_Zero_Balance', 'CrCard_Status_Has_CrCard', 'Gender_Male'})",frozenset({'Products_Label_Products_2'}),0.0952,0.459,0.0702,0.7373949579831932,1.6065249629263467,0.02650319999999999,2.0601279921550315,0.4172617833095285,4,1
"frozenset({'Age_Band_Age_31_to_45', 'Products_Label_Products_2', 'Active_Status_Inactive', 'Gender_Male'})",frozenset({'Balance_Band_Zero_Balance'}),0.0771,0.3617,0.0448,0.5810635538261997,1.6064792751622883,0.016912929999999996,1.5236201202021324,0.40905922519078053,4,1
"frozenset({'Age_Band_Age_31_to_45', 'Geography_Germany', 'Gender_Male'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.0775,0.3375,0.042,0.5419354838709678,1.6057347670250897,0.01584375,1.4463028137439868,0.4089237320944638,3,2
"frozenset({'Balance_Band_Zero_Balance', 'CreditScore_Band_Fair_Credit', 'Gender_Male'})",frozenset({'Products_Label_Products_2'}),0.0669,0.459,0.0493,0.7369207772795217,1.6054918894978685,0.018592899999999996,2.056414764910559,0.40417739902956024,3,1
"frozenset({'Active_Status_Inactive', 'Products_Label_Products_2', 'CrCard_Status_Has_CrCard', 'Gender_Male'})",frozenset({'Balance_Band_Zero_Balance'}),0.0825,0.3617,0.0479,0.5806060606060606,1.6052144335251881,0.018059749999999996,1.5219580888566024,0.41093217591144127,4,1
"frozenset({'Balance_Band_Zero_Balance', 'Salary_Band_Low_Income'})",frozenset({'Products_Label_Products_2'}),0.0927,0.459,0.0683,0.7367853290183387,1.6051967952469253,0.025750699999999994,2.0553565495683785,0.41554439111814545,2,1
"frozenset({'Active_Status_Active', 'Balance_Band_Zero_Balance', 'Salary_Band_Upper_Mid_Income'})",frozenset({'Products_Label_Products_2'}),0.0452,0.459,0.0333,0.7367256637168142,1.6050668054832553,0.012553200000000004,2.05489074849739,0.3948187819155562,3,1
"frozenset({'Age_Band_Age_31_to_45', 'Balance_Band_Zero_Balance'})",frozenset({'Products_Label_Products_2'}),0.2154,0.459,0.1586,0.7363045496750231,1.604149345697218,0.05973139999999999,2.051609147149354,0.48001101918102534,2,1
"frozenset({'Age_Band_Age_31_to_45', 'Geography_France', 'Balance_Band_Zero_Balance', 'Active_Status_Inactive'})",frozenset({'Products_Label_Products_2'}),0.0724,0.459,0.0533,0.7361878453038674,1.6038950878079898,0.020068399999999993,2.0507015629072876,0.4059053726172647,4,1
"frozenset({'Products_Label_Products_2', 'CreditScore_Band_Fair_Credit', 'Tenure_Band_Loyal'})",frozenset({'Balance_Band_Zero_Balance'}),0.0712,0.3617,0.0413,0.5800561797752809,1.6036941658149872,0.015546960000000002,1.5199652137718553,0.4052968447923119,3,1
"frozenset({'CreditScore_Band_Good_Credit', 'Balance_Band_Zero_Balance'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.0903,0.3246,0.047,0.5204872646733112,1.6034727808789624,0.01768862,1.408513161034902,0.4137117918228829,2,2
"frozenset({'Age_Band_Age_31_to_45', 'Tenure_Band_Established', 'Balance_Band_Zero_Balance'})",frozenset({'Products_Label_Products_2'}),0.064,0.459,0.0471,0.7359375,1.6033496732026145,0.017724,2.048757388691096,0.4020360389787141,3,1
"frozenset({'Active_Status_Active', 'Balance_Band_Zero_Balance', 'Geography_Spain'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.0613,0.3246,0.0319,0.5203915171288743,1.603177810008855,0.012002019999999999,1.4082319698529038,0.4008084281169215,3,2
"frozenset({'Products_Label_Products_2', 'Tenure_Band_Loyal'})",frozenset({'Balance_Band_Zero_Balance'}),0.2085,0.3617,0.1209,0.5798561151079137,1.6031410425986001,0.045485549999999986,1.5192414347401615,0.47533110013496366,2,1
"frozenset({'Geography_France', 'Balance_Band_Zero_Balance', 'Salary_Band_High_Income'})",frozenset({'Products_Label_Products_2'}),0.0598,0.459,0.044,0.7357859531772575,1.603019505832805,0.0165518,2.0475822707313016,0.4001034596120748,3,1
"frozenset({'Geography_France', 'Balance_Band_Zero_Balance', 'Gender_Male'})",frozenset({'Products_Label_Products_2'}),0.1309,0.459,0.0963,0.7356760886172651,1.602780149492952,0.036216899999999996,2.0467312061295626,0.4327282385796027,3,1
"frozenset({'Tenure_Band_Established', 'Balance_Band_Zero_Balance', 'Gender_Male'})",frozenset({'Products_Label_Products_2'}),0.059,0.459,0.0434,0.7355932203389831,1.6025996085816625,0.016319,2.0460897358513273,0.39958961199234067,3,1
"frozenset({'Age_Band_Age_31_to_45', 'Geography_Germany', 'Gender_Male'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0775,0.4799,0.0596,0.7690322580645161,1.6024843885486897,0.022407750000000004,2.2518295991890063,0.4075544278932723,3,1
"frozenset({'Active_Status_Active', 'Tenure_Band_Loyal', 'Balance_Band_Zero_Balance', 'Age_Band_Age_31_to_45'})",frozenset({'Products_Label_Products_2'}),0.0499,0.459,0.0367,0.7354709418837676,1.602333206718448,0.013795900000000003,2.045143931662676,0.3956531751856323,4,1
"frozenset({'Products_Label_Products_2', 'Tenure_Band_Established', 'Gender_Male'})",frozenset({'Balance_Band_Zero_Balance'}),0.0749,0.3617,0.0434,0.5794392523364487,1.6019885328627277,0.01630867,1.5177355519467177,0.4062002015475223,3,1
"frozenset({'Products_Label_Products_2', 'Tenure_Band_Established', 'CrCard_Status_Has_CrCard'})",frozenset({'Balance_Band_Zero_Balance'}),0.0982,0.3617,0.0569,0.5794297352342159,1.6019622207194246,0.02138106,1.5177012070450784,0.41668391395299614,3,1
"frozenset({'Age_Band_Age_31_to_45', 'Products_Label_Products_2', 'Geography_Germany'})","frozenset({'CrCard_Status_Has_CrCard', 'Balance_Band_Balance_Above_100K'})",0.0653,0.3375,0.0353,0.5405819295558959,1.601724235721173,0.013261249999999999,1.4420416635278226,0.4019180534209671,3,2
"frozenset({'Tenure_Band_Established', 'Balance_Band_Zero_Balance'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.1095,0.3246,0.0569,0.519634703196347,1.600846282182215,0.0213563,1.4060133050578238,0.4214827672295634,2,2
"frozenset({'Age_Band_Age_31_to_45', 'Tenure_Band_Established', 'Balance_Band_Zero_Balance', 'CrCard_Status_Has_CrCard'})",frozenset({'Products_Label_Products_2'}),0.046,0.459,0.0338,0.7347826086956522,1.600833570143033,0.012685999999999996,2.0398360578825847,0.39342289705134403,4,1
"frozenset({'Age_Band_Age_18_to_30', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0453,0.4799,0.0348,0.7682119205298013,1.600774995894564,0.013060529999999997,2.243859990319346,0.39311049147051064,2,1
"frozenset({'CreditScore_Band_Good_Credit', 'Products_Label_Products_2'})",frozenset({'Balance_Band_Zero_Balance'}),0.1128,0.3617,0.0653,0.5789007092198581,1.6004996107820242,0.024500239999999993,1.5157945227161762,0.4228979931701779,2,1
"frozenset({'Active_Status_Active', 'Products_Label_Products_2', 'Tenure_Band_Established'})",frozenset({'Balance_Band_Zero_Balance'}),0.071,0.3617,0.0411,0.5788732394366197,1.6004236644639749,0.015419299999999997,1.5156956485747695,0.40383794415678625,3,1
"frozenset({'Geography_France', 'Balance_Band_Zero_Balance', 'CrCard_Status_Has_CrCard', 'Salary_Band_High_Income'})",frozenset({'Products_Label_Products_2'}),0.0437,0.459,0.0321,0.734553775743707,1.6003350234067688,0.012041699999999995,2.0380775785289647,0.3922731790457965,4,1
"frozenset({'Tenure_Band_Loyal', 'Balance_Band_Zero_Balance', 'Gender_Female'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.0749,0.3246,0.0389,0.5193591455273698,1.5999973676135855,0.01458746,1.4052072192986105,0.4053604710002865,3,2
"frozenset({'Active_Status_Active', 'Balance_Band_Zero_Balance', 'Age_Band_Age_31_to_45', 'Gender_Female'})",frozenset({'Products_Label_Products_2'}),0.0463,0.459,0.034,0.734341252699784,1.5998720102391808,0.0127483,2.0364471468058936,0.393152983118381,4,1
"frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0749,0.4799,0.0575,0.7676902536715622,1.5996879634748118,0.021555490000000004,2.2388212547305923,0.4052297988936567,3,1
"frozenset({'Tenure_Band_Established', 'CrCard_Status_Has_CrCard', 'Geography_Germany'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0537,0.4799,0.0412,0.7672253258845438,1.5987191620849006,0.015429370000000001,2.234349590401235,0.39575110625030135,3,1
"frozenset({'Active_Status_Active', 'Products_Label_Products_2', 'Salary_Band_Mid_Income'})",frozenset({'Balance_Band_Zero_Balance'}),0.0607,0.3617,0.0351,0.5782537067545305,1.5987108287379885,0.01314481,1.5134691370364226,0.3986969140807105,3,1
"frozenset({'CrCard_Status_No_CrCard', 'Balance_Band_Zero_Balance', 'Tenure_Band_Loyal'})",frozenset({'Products_Label_Products_2'}),0.0462,0.459,0.0339,0.7337662337662338,1.5986192456780692,0.0126942,2.0320487728552314,0.39259821450110133,3,1
"frozenset({'Age_Band_Age_31_to_45', 'Balance_Band_Zero_Balance', 'Tenure_Band_New_Customer'})",frozenset({'Products_Label_Products_2'}),0.0514,0.459,0.0377,0.7334630350194552,1.5979586819595972,0.014107399999999996,2.0297372186621527,0.394477747746085,3,1
"frozenset({'Balance_Band_Zero_Balance', 'CreditScore_Band_Fair_Credit', 'Gender_Male'})","frozenset({'Products_Label_Products_2', 'CrCard_Status_Has_CrCard'})",0.0669,0.3246,0.0347,0.5186846038863976,1.597919297247066,0.012984260000000001,1.4032378852833347,0.401014004015619,3,2
"frozenset({'Age_Band_Age_31_to_45', 'Tenure_Band_Loyal', 'CrCard_Status_Has_CrCard', 'Products_Label_Products_2'})",frozenset({'Balance_Band_Zero_Balance'}),0.0924,0.3617,0.0534,0.577922077922078,1.5977939671608459,0.019978920000000004,1.5122799964170597,0.41222683853204656,4,1
"frozenset({'Active_Status_Active', 'Products_Label_Products_2', 'Gender_Female'})",frozenset({'Balance_Band_Zero_Balance'}),0.1073,0.3617,0.062,0.5778191985088537,1.5975095341687964,0.023189589999999996,1.5119114754475032,0.41898246349422,3,1
"frozenset({'Products_Label_Products_2', 'Tenure_Band_Loyal', 'Gender_Male'})",frozenset({'Balance_Band_Zero_Balance'}),0.1165,0.3617,0.0673,0.5776824034334763,1.5971313337945157,0.025161949999999995,1.5114217443886047,0.4231776056159187,3,1
"frozenset({'Balance_Band_Zero_Balance', 'Gender_Male'})",frozenset({'Products_Label_Products_2'}),0.1963,0.459,0.1439,0.7330616403464085,1.5970841837612386,0.05379829999999999,2.0266851069114824,0.4651722406524445,2,1
"frozenset({'Age_Band_Age_31_to_45', 'Geography_Germany', 'Active_Status_Inactive'})",frozenset({'Balance_Band_Balance_Above_100K'}),0.0732,0.4799,0.0561,0.7663934426229507,1.5969857108209018,0.020971319999999995,2.2263929729256153,0.4033451886659634,3,1
